ndata,model,mean_fn,error_J_50,error_J_100,error_J_500,error_J_1000,PY_THETA,PY_ALPHA,repnum
5000,NGG,avg,1561.7858461436276,1594.3190706518244,1719.5054083920097,1820.850665646541,100.0,0.75,6
5000,DP,geom,1844.7383919026931,1818.236038040019,1585.806379033856,1508.7752694608214,100.0,0.75,6
5000,DP,avg,1843.28081105131,1817.3914982650108,1585.683863694613,1508.7752694608212,100.0,0.75,6
10000,NGG,geom,2602.419617940442,2677.4351989131346,2837.9825332581813,2880.1057823792476,100.0,0.75,6
10000,NGG,avg,2592.427752757197,2629.464669259341,2804.4029773558145,2885.473691257159,100.0,0.75,6
10000,DP,geom,3343.5970482061975,3245.292550188838,2776.1349941296858,2512.029888814969,100.0,0.75,6
10000,DP,avg,3337.477828856389,3243.750886224664,2775.997841062319,2512.0298888149687,100.0,0.75,6
100000,NGG,geom,14280.615541057421,14208.263328287978,14724.565879770891,14536.72599333267,100.0,0.75,6
100000,NGG,avg,14035.040695427073,14219.56107954261,14160.759078301617,15153.356611579422,100.0,0.75,6
100000,DP,geom,22508.479537450658,22231.64117365873,20778.226396793765,19436.406275900372,100.0,0.75,6
100000,DP,avg,22502.174970809538,22228.35910244834,20777.905274821445,19436.406275900372,100.0,0.75,6
250000,NGG,geom,25668.76025878285,25266.07257168739,28331.87920388531,28617.638734580312,100.0,0.75,6
250000,NGG,avg,25868.08989489684,26901.455734567135,28878.578522225376,29534.21254783049,100.0,0.75,6
250000,DP,geom,45856.82746947861,45549.917778103,43865.27020091676,42146.96031011807,100.0,0.75,6
250000,DP,avg,45844.4309281535,45548.14070634302,43865.03737451588,42146.96031011808,100.0,0.75,6
5000,NGG,geom,1506.3028845965723,1528.5357584340861,1667.4636136513004,1759.6293292977416,100.0,0.75,2
5000,NGG,avg,1504.5249217118978,1549.2832119924462,1690.09912962091,1786.976832134208,100.0,0.75,2
5000,DP,geom,1818.892622900998,1772.7582140513305,1551.9909350832932,1466.5691232700992,100.0,0.75,2
5000,DP,avg,1817.473138702448,1771.0882540453617,1551.9608063592611,1466.569123270099,100.0,0.75,2
10000,NGG,geom,2442.2086034472777,2499.7013029484633,2640.701282068253,2680.1842607363114,100.0,0.75,2
10000,NGG,avg,2478.2230589295264,2479.388657035377,2646.8437484073415,2787.48647005128,100.0,0.75,2
10000,DP,geom,3261.2564604473746,3184.4436849983194,2730.6783846249027,2427.3242209050195,100.0,0.75,2
10000,DP,avg,3254.382136765961,3183.2649613919484,2730.488160801508,2427.3242209050195,100.0,0.75,2
100000,NGG,geom,13833.236923403567,14037.1456823359,15099.713196434195,14642.417851831533,100.0,0.75,2
100000,NGG,avg,13970.315695730165,14234.95650835352,14441.833464810727,14776.55708040217,100.0,0.75,2
100000,DP,geom,21732.060344057554,21508.064789258147,20160.262663159738,18930.205110667328,100.0,0.75,2
100000,DP,avg,21721.263595427878,21504.69900224512,20160.25599240458,18930.205110667324,100.0,0.75,2
250000,NGG,geom,26127.395019876607,26506.86909382376,27003.84466443413,27983.199046963662,100.0,0.75,2
250000,NGG,avg,26273.466929096136,26773.759982827854,27653.958467075718,27446.639471478215,100.0,0.75,2
250000,DP,geom,44529.07389824813,44227.89933415435,42471.27144474168,40902.97252509892,100.0,0.75,2
250000,DP,avg,44520.76378560404,44226.12705344823,42471.26783464694,40902.97252509892,100.0,0.75,2
5000,NGG,geom,1380.9997652048646,1417.0655275755994,1541.5561575272852,1662.14371541376,1000.0,0.25,7
5000,NGG,avg,1386.1549328913281,1389.355572174855,1553.6250414162837,1635.7651955823799,1000.0,0.25,7
5000,DP,geom,1603.6481663785294,1591.4676222036799,1438.039238012895,1388.7233718188406,1000.0,0.25,7
5000,DP,avg,1599.0957878326356,1589.9923459432698,1438.0392378639315,1388.7233718188409,1000.0,0.25,7
10000,NGG,geom,1752.8120951507933,1775.8589031817562,1938.1374853209318,2045.1914200317415,1000.0,0.25,7
10000,NGG,avg,1763.1770956810583,1807.8021630956987,1903.7759758634027,1981.4725132348478,1000.0,0.25,7
10000,DP,geom,2279.4942662854664,2312.98105206978,2009.2414864952018,1761.6953923501067,1000.0,0.25,7
10000,DP,avg,2268.239384539606,2311.737149342515,2009.2371910659049,1761.6953923501073,1000.0,0.25,7
100000,NGG,geom,57.865386251529344,376.21310551638453,197.9950452613939,471.27056032584005,1000.0,0.25,7
100000,NGG,avg,51.32985024120535,344.65248414517373,715.2047976072208,1584.2556309637375,1000.0,0.25,7
100000,DP,geom,6817.767890560481,6630.499258298592,5666.463994388367,4813.317173048421,1000.0,0.25,7
100000,DP,avg,6802.691961102557,6628.643697447917,5666.42272021148,4813.317173048419,1000.0,0.25,7
250000,NGG,geom,2156.4070131587214,1540.2292889389046,1080.768951767841,2775.8904739104873,1000.0,0.25,7
250000,NGG,avg,2146.8585240550256,1908.8769374781077,3740.9016366715277,3943.2604295383735,1000.0,0.25,7
250000,DP,geom,9869.295233352303,9572.812014827525,8450.67731120994,7288.842780623055,1000.0,0.25,7
250000,DP,avg,9840.85283982292,9567.90983795278,8450.046265164461,7288.842780623052,1000.0,0.25,7
5000,NGG,geom,1401.2082764487602,1412.9895275725144,1580.1085707095597,1644.1331971513578,1000.0,0.25,8
5000,NGG,avg,1404.1067607629225,1421.1612622532364,1584.245918778226,1666.379734573421,1000.0,0.25,8
5000,DP,geom,1603.437213874889,1571.4110476930628,1408.7254297293564,1363.7743136802058,1000.0,0.25,8
5000,DP,avg,1597.4706331715302,1569.2502116445899,1408.5362438387087,1363.774313680206,1000.0,0.25,8
10000,NGG,geom,1594.7157618004458,1640.9337184750095,1822.2685420142247,1986.6040276076112,1000.0,0.25,8
10000,NGG,avg,1549.7028937957919,1643.8323175471353,1826.4430575187826,1994.9405158155203,1000.0,0.25,8
10000,DP,geom,2265.8468376781047,2224.4486307395837,1916.147998541129,1791.412741425628,1000.0,0.25,8
10000,DP,avg,2259.9465787494482,2222.55232109476,1916.0777353644753,1791.4127414256275,1000.0,0.25,8
100000,NGG,geom,80.74743662606306,209.10905544868,878.9511738805468,628.4132383124715,1000.0,0.25,8
100000,NGG,avg,27.51391247474203,9.038687097196089,732.2516666275951,662.248062440578,1000.0,0.25,8
100000,DP,geom,6575.449308017065,6564.286402146814,5605.514646022253,4767.171681952362,1000.0,0.25,8
100000,DP,avg,6558.0647617616705,6557.763599618181,5604.844037816074,4767.171681952364,1000.0,0.25,8
250000,NGG,geom,2364.494130961546,1806.7069010701416,1523.2357993543646,1800.023808189504,1000.0,0.25,8
250000,NGG,avg,2128.6871580707193,2287.439738067813,3737.5687237174734,2136.8335026260684,1000.0,0.25,8
250000,DP,geom,9444.812150555343,9481.894182437783,8109.2784490633385,7109.770268950132,1000.0,0.25,8
250000,DP,avg,9426.106045579778,9477.225935013721,8108.736919974716,7109.770268950129,1000.0,0.25,8
5000,NGG,geom,1497.6217194666438,1510.022619012056,1606.8919043297942,1676.0856856463984,1000.0,0.25,1
5000,NGG,avg,1494.15483002736,1507.163170173796,1608.0598043909117,1685.348371804423,1000.0,0.25,1
5000,DP,geom,1579.7541489682517,1580.3427159979976,1414.797482138849,1322.516513975704,1000.0,0.25,1
5000,DP,avg,1571.958083453111,1579.6725856165722,1414.7437266427312,1322.5165139757041,1000.0,0.25,1
10000,NGG,geom,1555.2847555457724,1609.2857372776111,1700.1775174950906,1943.1335952140046,1000.0,0.25,1
10000,NGG,avg,1556.9329677749733,1609.7770771813787,1776.501538164307,1924.9351047329549,1000.0,0.25,1
10000,DP,geom,2223.8667762144346,2242.592492037028,1848.7824856720947,1735.6472816942792,1000.0,0.25,1
10000,DP,avg,2215.442976808664,2240.7215326436435,1848.672204716625,1735.647281694279,1000.0,0.25,1
100000,NGG,geom,88.38175047330151,202.51780591665738,708.9471066701144,911.530884839688,1000.0,0.25,1
100000,NGG,avg,191.40121312373958,83.77057490685183,505.332759032397,661.6592433931273,1000.0,0.25,1
100000,DP,geom,6482.675761014303,6490.813727328377,5564.052107809308,4721.295243919651,1000.0,0.25,1
100000,DP,avg,6461.177862876115,6487.114966567857,5564.023928379204,4721.295243919652,1000.0,0.25,1
250000,NGG,geom,2013.0731228376408,2013.2868238612064,2194.09663510686,1716.2613912583147,1000.0,0.25,1
250000,NGG,avg,2075.722629714586,1619.3729363808761,2244.2198982976715,3782.2897798451395,1000.0,0.25,1
250000,DP,geom,9154.781391855897,9307.955577491277,8208.48367426448,7111.418002690566,1000.0,0.25,1
250000,DP,avg,9125.78337958776,9303.33453387567,8207.843758325624,7111.418002690569,1000.0,0.25,1
5000,NGG,geom,1418.1573648226204,1477.3324889243731,1646.810842226896,1745.0044693901552,100.0,0.75,10
5000,NGG,avg,1432.040961545961,1464.2599338076493,1624.9360103074569,1738.880480710825,100.0,0.75,10
5000,DP,geom,1783.679498796506,1723.0695593435635,1518.1403863711985,1458.1707917190126,100.0,0.75,10
5000,DP,avg,1780.43277606237,1722.3747834616447,1518.1146399257586,1458.1707917190124,100.0,0.75,10
10000,NGG,geom,2330.478229261149,2368.7167745060933,2568.3917279961443,2690.1797953241658,100.0,0.75,10
10000,NGG,avg,2331.4129085915056,2403.6809702284936,2580.5801220558988,2701.013814911154,100.0,0.75,10
10000,DP,geom,3261.142576845786,3143.6395809741525,2646.976431535735,2377.9789590868277,100.0,0.75,10
10000,DP,avg,3260.4537061674414,3143.1724028989156,2646.9753197882146,2377.9789590868277,100.0,0.75,10
100000,NGG,geom,12479.029655459386,12827.96367218356,13182.807786916454,12997.911845720015,100.0,0.75,10
100000,NGG,avg,12568.0816130338,13023.351936665358,13831.133585481884,13164.295158195346,100.0,0.75,10
100000,DP,geom,20798.755359362985,20553.15777292266,19178.653462178172,17937.584012151605,100.0,0.75,10
100000,DP,avg,20796.750412146754,20552.210247726423,19178.537452017827,17937.5840121516,100.0,0.75,10
250000,NGG,geom,25198.32809454513,25696.875653790572,27195.6045377169,26882.53634896234,100.0,0.75,10
250000,NGG,avg,24539.180344146767,25575.587739967228,25679.572950059002,26515.613296438256,100.0,0.75,10
250000,DP,geom,42402.814893261835,42101.46511850327,40379.07395052843,38825.863213396195,100.0,0.75,10
250000,DP,avg,42396.683317059076,42099.009441248,40379.073446867595,38825.863213396195,100.0,0.75,10
5000,NGG,geom,1431.7662821097747,1488.7108534979943,1650.3385607133591,1750.1633457585483,100.0,0.75,8
5000,NGG,avg,1453.3056976226208,1470.6019575019352,1647.2384828681652,1761.043152107041,100.0,0.75,8
5000,DP,geom,1778.0876558238635,1717.950770235815,1518.6097274557783,1468.5952992570212,100.0,0.75,8
5000,DP,avg,1776.244709112672,1716.8044477171304,1518.5925055114935,1468.5952992570212,100.0,0.75,8
10000,NGG,geom,2257.573287748488,2312.9816764677653,2526.221857002847,2663.512287826039,100.0,0.75,8
10000,NGG,avg,2291.424216893829,2326.790595907319,2555.4927923015157,2642.0308538689287,100.0,0.75,8
10000,DP,geom,3212.7546899513236,3118.1471809114073,2628.3790075488478,2378.114074756164,100.0,0.75,8
10000,DP,avg,3209.9866566869423,3116.786035284943,2628.307580470948,2378.114074756164,100.0,0.75,8
100000,NGG,geom,12538.430941947123,12803.876642625492,12784.376041664138,12825.763345140505,100.0,0.75,8
100000,NGG,avg,12489.390468137406,12562.716418159795,13231.510367500126,13449.31003006911,100.0,0.75,8
100000,DP,geom,20685.09928795988,20521.99462359017,19165.56440786342,18002.614278204168,100.0,0.75,8
100000,DP,avg,20680.340454514513,20520.791480365413,19165.55185040243,18002.614278204164,100.0,0.75,8
250000,NGG,geom,24569.041196077535,24811.291319018903,27602.701332295197,29189.300243952035,100.0,0.75,8
250000,NGG,avg,24092.098734733143,24928.347077949566,27426.942029272323,27415.109551179517,100.0,0.75,8
250000,DP,geom,42554.73799811363,42213.49816053795,40627.89495246845,39071.231650370646,100.0,0.75,8
250000,DP,avg,42547.79078662066,42209.96411205977,40627.89426327244,39071.231650370646,100.0,0.75,8
5000,NGG,geom,1462.6931450459347,1509.9247667787802,1651.626200718139,1751.4103415047912,100.0,0.75,3
5000,NGG,avg,1478.384766942189,1503.554924214605,1666.5545438939816,1753.2430293193415,100.0,0.75,3
5000,DP,geom,1796.549897786948,1771.302790575609,1526.9532263310152,1471.459396082989,100.0,0.75,3
5000,DP,avg,1793.981960061809,1770.1768504865415,1526.9519748946304,1471.4593960829893,100.0,0.75,3
10000,NGG,geom,2358.419424193864,2381.343895443821,2567.5446801805433,2650.057483623662,100.0,0.75,3
10000,NGG,avg,2344.6537972509846,2404.6944647610476,2549.8966748272946,2601.4003096520323,100.0,0.75,3
10000,DP,geom,3260.54710540271,3166.9305936856817,2660.240986991186,2351.9614122827666,100.0,0.75,3
10000,DP,avg,3258.4349110808153,3165.8783183797514,2660.2108742206715,2351.961412282767,100.0,0.75,3
100000,NGG,geom,12748.783285673308,12978.260752152575,13197.224397721104,13016.982875848575,100.0,0.75,3
100000,NGG,avg,12665.431582529172,12898.903054277816,13765.378809245683,13429.22642911739,100.0,0.75,3
100000,DP,geom,20955.154550068208,20697.131716105527,19300.159581802884,18082.20696845463,100.0,0.75,3
100000,DP,avg,20953.639626091877,20694.818186451226,19300.069466006335,18082.20696845463,100.0,0.75,3
250000,NGG,geom,24893.441840366824,24906.447360721504,27734.103233002097,24855.84312374899,100.0,0.75,3
250000,NGG,avg,24447.689305419637,24681.34391883709,25547.520796752062,27230.46068366527,100.0,0.75,3
250000,DP,geom,42558.357549139175,42278.87397876695,40592.98688952468,39052.6004964232,100.0,0.75,3
250000,DP,avg,42554.158142240936,42276.6546861473,40592.98050758717,39052.6004964232,100.0,0.75,3
5000,NGG,geom,1398.202375865205,1429.322827573802,1546.2689793876757,1677.0200466454176,1000.0,0.25,2
5000,NGG,avg,1390.6104945569962,1434.92611463787,1530.9719745987484,1645.6026727081635,1000.0,0.25,2
5000,DP,geom,1583.4851351293291,1612.6768531201078,1418.8081288674134,1384.3528877291278,1000.0,0.25,2
5000,DP,avg,1574.8155123267559,1610.3521646601935,1418.806857947381,1384.3528877291278,1000.0,0.25,2
10000,NGG,geom,1689.133592914924,1742.092429848239,1865.7550552082414,2034.5451237484301,1000.0,0.25,2
10000,NGG,avg,1674.9295211805031,1708.4981821697238,1934.9955289286627,2103.7251246879614,1000.0,0.25,2
10000,DP,geom,2377.58768265844,2318.7117434777592,1989.6757496998512,1783.6210563041839,1000.0,0.25,2
10000,DP,avg,2369.35569511221,2316.660978813119,1989.0721305051372,1783.6210563041839,1000.0,0.25,2
100000,NGG,geom,65.73750907861177,397.34404499485026,659.2697315833466,373.9846555603781,1000.0,0.25,2
100000,NGG,avg,190.99188360377957,178.5095302366608,924.104567363589,647.0084371457378,1000.0,0.25,2
100000,DP,geom,6833.423863905069,6766.019545913572,5741.227376691256,4845.645770946183,1000.0,0.25,2
100000,DP,avg,6813.094154136325,6759.989793533368,5741.199101329658,4845.645770946179,1000.0,0.25,2
250000,NGG,geom,2066.831003766458,2458.408633210245,3442.094500175037,2745.214258484133,1000.0,0.25,2
250000,NGG,avg,2102.467001610805,2133.43263069531,2491.737026314793,3766.844143110491,1000.0,0.25,2
250000,DP,geom,9772.843758907944,9541.108242753051,8363.345954196877,7261.205921975668,1000.0,0.25,2
250000,DP,avg,9742.463010752432,9536.1234126397,8363.060176320181,7261.205921975672,1000.0,0.25,2
5000,NGG,geom,1450.984439899524,1462.8782390730462,1574.958343196469,1670.0219453666373,1000.0,0.25,9
5000,NGG,avg,1445.1863910994648,1453.6778059412823,1598.6230981565416,1684.6932869182508,1000.0,0.25,9
5000,DP,geom,1545.6716238005922,1547.636183892195,1416.8286223289474,1359.1404331424505,1000.0,0.25,9
5000,DP,avg,1538.4191976024017,1546.3811665459978,1416.810252409819,1359.1404331424503,1000.0,0.25,9
10000,NGG,geom,1776.7091874986481,1822.8258777635808,1989.6654674226775,2057.172788075211,1000.0,0.25,9
10000,NGG,avg,1781.5311879739945,1834.1843298934537,1963.0300618167548,2065.113404698894,1000.0,0.25,9
10000,DP,geom,2332.506086938688,2291.508693869307,1948.1009860263441,1780.32807456462,1000.0,0.25,9
10000,DP,avg,2324.099095105433,2288.5631135987014,1947.7025023263027,1780.3280745646198,1000.0,0.25,9
100000,NGG,geom,570.7364039038948,538.0198941907875,1308.663415507036,1086.5367877146637,1000.0,0.25,9
100000,NGG,avg,331.90606401477635,803.344432621433,711.0413434584825,1007.9221575199708,1000.0,0.25,9
100000,DP,geom,6748.182773630531,6800.216787548285,5736.598490368933,4938.03576064303,1000.0,0.25,9
100000,DP,avg,6723.056995162458,6794.584887655377,5736.369043949496,4938.035760643028,1000.0,0.25,9
250000,NGG,geom,2145.2273589724336,1895.432122723385,2514.7079522178374,3556.9310451677575,1000.0,0.25,9
250000,NGG,avg,2170.974535890582,1871.3740182298097,2679.7011936176496,2196.0154340971985,1000.0,0.25,9
250000,DP,geom,9750.893712683035,9573.613339538097,8351.780889829519,7290.991531725767,1000.0,0.25,9
250000,DP,avg,9724.846841587689,9569.558948540589,8351.696801666103,7290.991531725767,1000.0,0.25,9
5000,NGG,geom,1471.7264207438689,1492.878677983349,1663.9589479708957,1767.405196148113,100.0,0.75,9
5000,NGG,avg,1465.720657583926,1495.7242348601853,1648.645754846898,1756.142923341175,100.0,0.75,9
5000,DP,geom,1825.3472641301823,1765.0688951736074,1530.3242656578586,1465.1367504334926,100.0,0.75,9
5000,DP,avg,1823.7066649396227,1764.3979538329008,1530.0722236213237,1465.1367504334924,100.0,0.75,9
10000,NGG,geom,2344.435706159621,2411.4750146890365,2609.3976282790763,2712.885120230587,100.0,0.75,9
10000,NGG,avg,2368.0752481535865,2420.5045618061167,2520.27410822278,2670.804038500368,100.0,0.75,9
10000,DP,geom,3251.116600889656,3152.6839345879334,2644.810027055162,2400.1910724235304,100.0,0.75,9
10000,DP,avg,3249.681284514889,3152.2285718980147,2644.809532597169,2400.1910724235304,100.0,0.75,9
100000,NGG,geom,12653.893034855751,13019.628402308437,13183.477444222608,13189.124263322532,100.0,0.75,9
100000,NGG,avg,12722.591351306506,13086.520089147432,13783.317406962939,14026.182465801261,100.0,0.75,9
100000,DP,geom,21046.359244393905,20774.384183953098,19429.24075350726,18205.851085862647,100.0,0.75,9
100000,DP,avg,21042.79508197932,20772.867709094982,19429.207399043215,18205.851085862647,100.0,0.75,9
250000,NGG,geom,24343.016610302093,25055.68613416659,27950.281569050443,27338.195461920892,100.0,0.75,9
250000,NGG,avg,24788.71151972362,24657.420523117748,25147.991753761627,26382.377842231526,100.0,0.75,9
250000,DP,geom,42792.334195098636,42464.235351596006,40839.34006221959,39261.87129308255,100.0,0.75,9
250000,DP,avg,42786.917860237234,42463.048254051995,40839.28358770458,39261.87129308254,100.0,0.75,9
